budget_line_id,fiscal_month,fiscal_quarter,fiscal_year,department,cost_center_id,budget_category,budget_amount_usd,actual_amount_usd
BL-00590,2025-10,Q4 2025,FY2025,Engineering,CC-106,Travel,15000,15384.55
BL-00591,2025-10,Q4 2025,FY2025,Engineering,CC-102,Training,12000,11632.13
BL-00592,2025-10,Q4 2025,FY2025,Engineering,CC-100,Facilities,25000,25051.38
BL-00593,2025-10,Q4 2025,FY2025,Sales,CC-110,Compensation,380000,377075.65
BL-00594,2025-10,Q4 2025,FY2025,Sales,CC-108,Benefits,76000,74515.14
BL-00595,2025-10,Q4 2025,FY2025,Sales,CC-112,Travel,45000,45379.91
BL-00596,2025-10,Q4 2025,FY2025,Sales,CC-109,Software,25000,24729.49
BL-00597,2025-10,Q4 2025,FY2025,Sales,CC-109,Training,18000,16567.24
BL-00598,2025-10,Q4 2025,FY2025,Sales,CC-107,Professional Services,15000,14657.46
BL-00599,2025-10,Q4 2025,FY2025,Sales,CC-107,Equipment,10000,9843.88
BL-00600,2025-10,Q4 2025,FY2025,Marketing,CC-120,Compensation,210000,212441.11
BL-00601,2025-10,Q4 2025,FY2025,Marketing,CC-115,Benefits,42000,42248.34
BL-00602,2025-10,Q4 2025,FY2025,Marketing,CC-119,Software,35000,34588.68
BL-00603,2025-10,Q4 2025,FY2025,Marketing,CC-114,Travel,25000,23722.39
BL-00604,2025-10,Q4 2025,FY2025,Marketing,CC-120,Professional Services,40000,37544.98
BL-00605,2025-10,Q4 2025,FY2025,Marketing,CC-120,Training,10000,9549.45
BL-00606,2025-10,Q4 2025,FY2025,Marketing,CC-118,Facilities,15000,16167.57
BL-00607,2025-10,Q4 2025,FY2025,Finance,CC-125,Compensation,160000,162509.03
BL-00608,2025-10,Q4 2025,FY2025,Finance,CC-122,Benefits,32000,33735.59
BL-00609,2025-10,Q4 2025,FY2025,Finance,CC-122,Software,20000,19059.1
BL-00610,2025-10,Q4 2025,FY2025,Finance,CC-123,Professional Services,25000,24290.58
BL-00611,2025-10,Q4 2025,FY2025,Finance,CC-125,Training,8000,8064.53
BL-00612,2025-10,Q4 2025,FY2025,Finance,CC-121,Facilities,12000,11372.72
BL-00613,2025-10,Q4 2025,FY2025,HR,CC-129,Compensation,120000,118234.08
BL-00614,2025-10,Q4 2025,FY2025,HR,CC-132,Benefits,24000,26040.69
BL-00615,2025-10,Q4 2025,FY2025,HR,CC-133,Software,15000,14998.85
BL-00616,2025-10,Q4 2025,FY2025,HR,CC-134,Professional Services,18000,18334.42
BL-00617,2025-10,Q4 2025,FY2025,HR,CC-134,Training,10000,10051.23
BL-00618,2025-10,Q4 2025,FY2025,HR,CC-134,Facilities,10000,10008.37
BL-00619,2025-10,Q4 2025,FY2025,Legal,CC-136,Compensation,140000,140281.44
BL-00620,2025-10,Q4 2025,FY2025,Legal,CC-137,Benefits,28000,28740.9
BL-00621,2025-10,Q4 2025,FY2025,Legal,CC-139,Professional Services,35000,36634.9
BL-00622,2025-10,Q4 2025,FY2025,Legal,CC-135,Software,10000,10159.6
BL-00623,2025-10,Q4 2025,FY2025,Legal,CC-141,Travel,5000,4995.35
BL-00624,2025-10,Q4 2025,FY2025,Legal,CC-137,Facilities,8000,7727.15
BL-00625,2025-10,Q4 2025,FY2025,Product,CC-146,Compensation,250000,246408.22
BL-00626,2025-10,Q4 2025,FY2025,Product,CC-143,Benefits,50000,49940.11
BL-00627,2025-10,Q4 2025,FY2025,Product,CC-148,Software,40000,40336.51
BL-00628,2025-10,Q4 2025,FY2025,Product,CC-148,Travel,12000,11963.95
BL-00629,2025-10,Q4 2025,FY2025,Product,CC-147,Equipment,15000,14793.47
BL-00630,2025-10,Q4 2025,FY2025,Product,CC-142,Training,10000,9786.31
BL-00631,2025-10,Q4 2025,FY2025,Product,CC-145,Facilities,15000,15476.78
BL-00632,2025-10,Q4 2025,FY2025,Operations,CC-152,Compensation,180000,182299.66
BL-00633,2025-10,Q4 2025,FY2025,Operations,CC-152,Benefits,36000,35510.0
BL-00634,2025-10,Q4 2025,FY2025,Operations,CC-149,Equipment,25000,24198.55
BL-00635,2025-10,Q4 2025,FY2025,Operations,CC-150,Software,18000,18383.93
BL-00636,2025-10,Q4 2025,FY2025,Operations,CC-149,Travel,10000,9843.53
BL-00637,2025-10,Q4 2025,FY2025,Operations,CC-153,Professional Services,12000,12353.53
BL-00638,2025-10,Q4 2025,FY2025,Operations,CC-153,Facilities,18000,18538.29
BL-00639,2025-10,Q4 2025,FY2025,IT,CC-160,Compensation,200000,198615.89
BL-00640,2025-10,Q4 2025,FY2025,IT,CC-160,Benefits,40000,38857.93
BL-00641,2025-10,Q4 2025,FY2025,IT,CC-159,Software,55000,54454.86
BL-00642,2025-10,Q4 2025,FY2025,IT,CC-156,Equipment,35000,36196.94
BL-00643,2025-10,Q4 2025,FY2025,IT,CC-161,Facilities,30000,30118.67
BL-00644,2025-10,Q4 2025,FY2025,IT,CC-161,Professional Services,15000,14786.25
BL-00645,2025-10,Q4 2025,FY2025,IT,CC-162,Training,8000,8218.48
BL-00646,2025-10,Q4 2025,FY2025,Executive,CC-164,Compensation,150000,146040.44
BL-00647,2025-10,Q4 2025,FY2025,Executive,CC-166,Benefits,30000,28295.32
BL-00648,2025-10,Q4 2025,FY2025,Executive,CC-165,Travel,20000,20534.16
BL-00649,2025-10,Q4 2025,FY2025,Executive,CC-168,Professional Services,10000,10141.46
BL-00650,2025-10,Q4 2025,FY2025,Executive,CC-163,Facilities,8000,7786.0
BL-00651,2025-11,Q4 2025,FY2025,Engineering,CC-102,Compensation,420000,415822.64
BL-00652,2025-11,Q4 2025,FY2025,Engineering,CC-102,Benefits,84000,86015.27
BL-00653,2025-11,Q4 2025,FY2025,Engineering,CC-103,Software,65000,67845.98
BL-00654,2025-11,Q4 2025,FY2025,Engineering,CC-100,Equipment,30000,29605.76
BL-00655,2025-11,Q4 2025,FY2025,Engineering,CC-103,Travel,15000,15159.72
BL-00656,2025-11,Q4 2025,FY2025,Engineering,CC-100,Training,12000,12082.47
BL-00657,2025-11,Q4 2025,FY2025,Engineering,CC-101,Facilities,25000,24975.38
BL-00658,2025-11,Q4 2025,FY2025,Sales,CC-111,Compensation,380000,368997.88
BL-00659,2025-11,Q4 2025,FY2025,Sales,CC-111,Benefits,76000,81310.87
BL-00660,2025-11,Q4 2025,FY2025,Sales,CC-109,Travel,45000,46244.6
BL-00661,2025-11,Q4 2025,FY2025,Sales,CC-113,Software,25000,24628.41
BL-00662,2025-11,Q4 2025,FY2025,Sales,CC-112,Training,18000,17513.24
BL-00663,2025-11,Q4 2025,FY2025,Sales,CC-112,Professional Services,15000,15439.96
BL-00664,2025-11,Q4 2025,FY2025,Sales,CC-107,Equipment,10000,9886.27
BL-00665,2025-11,Q4 2025,FY2025,Marketing,CC-116,Compensation,210000,218365.6
BL-00666,2025-11,Q4 2025,FY2025,Marketing,CC-114,Benefits,42000,41663.35
BL-00667,2025-11,Q4 2025,FY2025,Marketing,CC-119,Software,35000,34359.07
BL-00668,2025-11,Q4 2025,FY2025,Marketing,CC-117,Travel,25000,24756.06
BL-00669,2025-11,Q4 2025,FY2025,Marketing,CC-120,Professional Services,40000,40092.54
BL-00670,2025-11,Q4 2025,FY2025,Marketing,CC-118,Training,10000,10141.71
BL-00671,2025-11,Q4 2025,FY2025,Marketing,CC-118,Facilities,15000,14486.17
BL-00672,2025-11,Q4 2025,FY2025,Finance,CC-122,Compensation,160000,166018.72
BL-00673,2025-11,Q4 2025,FY2025,Finance,CC-127,Benefits,32000,32652.39
BL-00674,2025-11,Q4 2025,FY2025,Finance,CC-127,Software,20000,18915.2
BL-00675,2025-11,Q4 2025,FY2025,Finance,CC-125,Professional Services,25000,24188.71
BL-00676,2025-11,Q4 2025,FY2025,Finance,CC-121,Training,8000,7750.86
BL-00677,2025-11,Q4 2025,FY2025,Finance,CC-126,Facilities,12000,11591.64
BL-00678,2025-11,Q4 2025,FY2025,HR,CC-130,Compensation,120000,116664.98
BL-00679,2025-11,Q4 2025,FY2025,HR,CC-134,Benefits,24000,24565.79
BL-00680,2025-11,Q4 2025,FY2025,HR,CC-130,Software,15000,15065.05
BL-00681,2025-11,Q4 2025,FY2025,HR,CC-129,Professional Services,18000,18442.35
BL-00682,2025-11,Q4 2025,FY2025,HR,CC-134,Training,10000,9867.97
BL-00683,2025-11,Q4 2025,FY2025,HR,CC-128,Facilities,10000,10272.91
BL-00684,2025-11,Q4 2025,FY2025,Legal,CC-136,Compensation,140000,144815.42
BL-00685,2025-11,Q4 2025,FY2025,Legal,CC-135,Benefits,28000,27872.73
BL-00686,2025-11,Q4 2025,FY2025,Legal,CC-140,Professional Services,35000,32199.3
BL-00687,2025-11,Q4 2025,FY2025,Legal,CC-138,Software,10000,9713.88
BL-00688,2025-11,Q4 2025,FY2025,Legal,CC-137,Travel,5000,4972.26
BL-00689,2025-11,Q4 2025,FY2025,Legal,CC-137,Facilities,8000,8113.97
BL-00690,2025-11,Q4 2025,FY2025,Product,CC-148,Compensation,250000,255415.39
BL-00691,2025-11,Q4 2025,FY2025,Product,CC-142,Benefits,50000,51884.8
BL-00692,2025-11,Q4 2025,FY2025,Product,CC-143,Software,40000,39418.38
BL-00693,2025-11,Q4 2025,FY2025,Product,CC-147,Travel,12000,12274.38
BL-00694,2025-11,Q4 2025,FY2025,Product,CC-142,Equipment,15000,15521.48
BL-00695,2025-11,Q4 2025,FY2025,Product,CC-145,Training,10000,9938.84
BL-00696,2025-11,Q4 2025,FY2025,Product,CC-146,Facilities,15000,15656.37
BL-00697,2025-11,Q4 2025,FY2025,Operations,CC-155,Compensation,180000,175969.22
BL-00698,2025-11,Q4 2025,FY2025,Operations,CC-153,Benefits,36000,36307.26
BL-00699,2025-11,Q4 2025,FY2025,Operations,CC-151,Equipment,25000,25600.32
BL-00700,2025-11,Q4 2025,FY2025,Operations,CC-154,Software,18000,18375.39
BL-00701,2025-11,Q4 2025,FY2025,Operations,CC-154,Travel,10000,9849.52
BL-00702,2025-11,Q4 2025,FY2025,Operations,CC-151,Professional Services,12000,11625.54
BL-00703,2025-11,Q4 2025,FY2025,Operations,CC-153,Facilities,18000,18519.69
BL-00704,2025-11,Q4 2025,FY2025,IT,CC-156,Compensation,200000,201694.05
BL-00705,2025-11,Q4 2025,FY2025,IT,CC-157,Benefits,40000,41015.21
BL-00706,2025-11,Q4 2025,FY2025,IT,CC-162,Software,55000,55067.47
BL-00707,2025-11,Q4 2025,FY2025,IT,CC-158,Equipment,35000,35524.88
BL-00708,2025-11,Q4 2025,FY2025,IT,CC-156,Facilities,30000,30524.98
BL-00709,2025-11,Q4 2025,FY2025,IT,CC-157,Professional Services,15000,15745.2
BL-00710,2025-11,Q4 2025,FY2025,IT,CC-157,Training,8000,8019.32
BL-00711,2025-11,Q4 2025,FY2025,Executive,CC-167,Compensation,150000,144877.46
BL-00712,2025-11,Q4 2025,FY2025,Executive,CC-167,Benefits,30000,30959.57
BL-00713,2025-11,Q4 2025,FY2025,Executive,CC-163,Travel,20000,20543.6
BL-00714,2025-11,Q4 2025,FY2025,Executive,CC-166,Professional Services,10000,9529.37
BL-00715,2025-11,Q4 2025,FY2025,Executive,CC-163,Facilities,8000,8045.58
BL-00716,2025-12,Q4 2025,FY2025,Engineering,CC-103,Compensation,420000,417171.9
BL-00717,2025-12,Q4 2025,FY2025,Engineering,CC-104,Benefits,84000,88413.42
BL-00718,2025-12,Q4 2025,FY2025,Engineering,CC-103,Software,65000,63154.86
BL-00719,2025-12,Q4 2025,FY2025,Engineering,CC-103,Equipment,30000,28732.72
BL-00720,2025-12,Q4 2025,FY2025,Engineering,CC-102,Travel,15000,14685.13
BL-00721,2025-12,Q4 2025,FY2025,Engineering,CC-102,Training,12000,12055.39
BL-00722,2025-12,Q4 2025,FY2025,Engineering,CC-101,Facilities,25000,25101.96
BL-00723,2025-12,Q4 2025,FY2025,Sales,CC-113,Compensation,380000,385012.9
BL-00724,2025-12,Q4 2025,FY2025,Sales,CC-112,Benefits,76000,72999.43
BL-00725,2025-12,Q4 2025,FY2025,Sales,CC-113,Travel,45000,45507.76
BL-00726,2025-12,Q4 2025,FY2025,Sales,CC-107,Software,25000,24844.39
BL-00727,2025-12,Q4 2025,FY2025,Sales,CC-111,Training,18000,18030.23
BL-00728,2025-12,Q4 2025,FY2025,Sales,CC-107,Professional Services,15000,15599.46
BL-00729,2025-12,Q4 2025,FY2025,Sales,CC-109,Equipment,10000,9794.92
BL-00730,2025-12,Q4 2025,FY2025,Marketing,CC-115,Compensation,210000,213307.47
BL-00731,2025-12,Q4 2025,FY2025,Marketing,CC-118,Benefits,42000,41618.84
BL-00732,2025-12,Q4 2025,FY2025,Marketing,CC-119,Software,35000,35552.28
BL-00733,2025-12,Q4 2025,FY2025,Marketing,CC-120,Travel,25000,25675.54
BL-00734,2025-12,Q4 2025,FY2025,Marketing,CC-116,Professional Services,40000,40941.22
BL-00735,2025-12,Q4 2025,FY2025,Marketing,CC-119,Training,10000,9551.4
BL-00736,2025-12,Q4 2025,FY2025,Marketing,CC-120,Facilities,15000,15912.83
BL-00737,2025-12,Q4 2025,FY2025,Finance,CC-123,Compensation,160000,161340.29
BL-00738,2025-12,Q4 2025,FY2025,Finance,CC-122,Benefits,32000,32357.91
BL-00739,2025-12,Q4 2025,FY2025,Finance,CC-127,Software,20000,20159.8
BL-00740,2025-12,Q4 2025,FY2025,Finance,CC-126,Professional Services,25000,25383.06
BL-00741,2025-12,Q4 2025,FY2025,Finance,CC-126,Training,8000,8525.12
BL-00742,2025-12,Q4 2025,FY2025,Finance,CC-124,Facilities,12000,12403.55
BL-00743,2025-12,Q4 2025,FY2025,HR,CC-132,Compensation,120000,115481.53
BL-00744,2025-12,Q4 2025,FY2025,HR,CC-131,Benefits,24000,24208.25
BL-00745,2025-12,Q4 2025,FY2025,HR,CC-133,Software,15000,14609.85
BL-00746,2025-12,Q4 2025,FY2025,HR,CC-133,Professional Services,18000,16986.4
BL-00747,2025-12,Q4 2025,FY2025,HR,CC-133,Training,10000,10264.14
BL-00748,2025-12,Q4 2025,FY2025,HR,CC-130,Facilities,10000,9977.59
BL-00749,2025-12,Q4 2025,FY2025,Legal,CC-138,Compensation,140000,140920.8
BL-00750,2025-12,Q4 2025,FY2025,Legal,CC-140,Benefits,28000,28256.71
BL-00751,2025-12,Q4 2025,FY2025,Legal,CC-135,Professional Services,35000,34725.83
BL-00752,2025-12,Q4 2025,FY2025,Legal,CC-137,Software,10000,10227.31
BL-00753,2025-12,Q4 2025,FY2025,Legal,CC-138,Travel,5000,4870.81
BL-00754,2025-12,Q4 2025,FY2025,Legal,CC-135,Facilities,8000,7990.46
BL-00755,2025-12,Q4 2025,FY2025,Product,CC-142,Compensation,250000,263263.91
BL-00756,2025-12,Q4 2025,FY2025,Product,CC-147,Benefits,50000,50990.8
BL-00757,2025-12,Q4 2025,FY2025,Product,CC-146,Software,40000,41552.0
BL-00758,2025-12,Q4 2025,FY2025,Product,CC-146,Travel,12000,11466.84
BL-00759,2025-12,Q4 2025,FY2025,Product,CC-146,Equipment,15000,14498.9
BL-00760,2025-12,Q4 2025,FY2025,Product,CC-148,Training,10000,9985.15
BL-00761,2025-12,Q4 2025,FY2025,Product,CC-148,Facilities,15000,14990.94
BL-00762,2025-12,Q4 2025,FY2025,Operations,CC-153,Compensation,180000,178440.81
BL-00763,2025-12,Q4 2025,FY2025,Operations,CC-152,Benefits,36000,35449.78
BL-00764,2025-12,Q4 2025,FY2025,Operations,CC-153,Equipment,25000,24461.11
BL-00765,2025-12,Q4 2025,FY2025,Operations,CC-149,Software,18000,18112.6
BL-00766,2025-12,Q4 2025,FY2025,Operations,CC-155,Travel,10000,10087.08
BL-00767,2025-12,Q4 2025,FY2025,Operations,CC-154,Professional Services,12000,12266.1
BL-00768,2025-12,Q4 2025,FY2025,Operations,CC-149,Facilities,18000,17706.64
BL-00769,2025-12,Q4 2025,FY2025,IT,CC-157,Compensation,200000,196308.54
BL-00770,2025-12,Q4 2025,FY2025,IT,CC-161,Benefits,40000,39978.89
BL-00771,2025-12,Q4 2025,FY2025,IT,CC-160,Software,55000,53358.79
BL-00772,2025-12,Q4 2025,FY2025,IT,CC-160,Equipment,35000,35430.62
BL-00773,2025-12,Q4 2025,FY2025,IT,CC-158,Facilities,30000,30471.61
BL-00774,2025-12,Q4 2025,FY2025,IT,CC-159,Professional Services,15000,15365.18
BL-00775,2025-12,Q4 2025,FY2025,IT,CC-160,Training,8000,7816.73
BL-00776,2025-12,Q4 2025,FY2025,Executive,CC-163,Compensation,150000,152218.18
BL-00777,2025-12,Q4 2025,FY2025,Executive,CC-163,Benefits,30000,30317.02
BL-00778,2025-12,Q4 2025,FY2025,Executive,CC-165,Travel,20000,19159.95
BL-00779,2025-12,Q4 2025,FY2025,Executive,CC-165,Professional Services,10000,10374.52
BL-00780,2025-12,Q4 2025,FY2025,Executive,CC-165,Facilities,8000,8202.26
BL-00781,2026-01,Q1 2026,FY2026,Engineering,CC-106,Compensation,433319.04,417647.97
BL-00782,2026-01,Q1 2026,FY2026,Engineering,CC-100,Benefits,85218.94,80586.7
BL-00783,2026-01,Q1 2026,FY2026,Engineering,CC-105,Software,66786.34,67958.5
BL-00784,2026-01,Q1 2026,FY2026,Engineering,CC-103,Equipment,30928.63,31596.92
BL-00785,2026-01,Q1 2026,FY2026,Engineering,CC-104,Travel,15208.03,15158.93
BL-00786,2026-01,Q1 2026,FY2026,Engineering,CC-106,Training,12255.6,12106.05
BL-00787,2026-01,Q1 2026,FY2026,Engineering,CC-105,Facilities,25496.36,26324.02
BL-00788,2026-01,Q1 2026,FY2026,Sales,CC-111,Compensation,395167.67,408454.02
BL-00789,2026-01,Q1 2026,FY2026,Sales,CC-107,Benefits,76973.07,75654.09
BL-00790,2026-01,Q1 2026,FY2026,Sales,CC-108,Travel,45939.51,44497.82
BL-00791,2026-01,Q1 2026,FY2026,Sales,CC-108,Software,25963.38,25239.72
BL-00792,2026-01,Q1 2026,FY2026,Sales,CC-108,Training,18302.33,19087.15
BL-00793,2026-01,Q1 2026,FY2026,Sales,CC-111,Professional Services,15219.73,14991.47
BL-00794,2026-01,Q1 2026,FY2026,Sales,CC-113,Equipment,10331.26,10854.83
BL-00795,2026-01,Q1 2026,FY2026,Marketing,CC-120,Compensation,216753.46,207309.49
BL-00796,2026-01,Q1 2026,FY2026,Marketing,CC-118,Benefits,43198.72,42882.02
BL-00797,2026-01,Q1 2026,FY2026,Marketing,CC-120,Software,35745.56,36805.46
BL-00798,2026-01,Q1 2026,FY2026,Marketing,CC-115,Travel,25718.56,26958.56
BL-00799,2026-01,Q1 2026,FY2026,Marketing,CC-119,Professional Services,41265.42,42399.67
BL-00800,2026-01,Q1 2026,FY2026,Marketing,CC-117,Training,10171.26,10250.0
BL-00801,2026-01,Q1 2026,FY2026,Marketing,CC-115,Facilities,15424.77,15436.94
BL-00802,2026-01,Q1 2026,FY2026,Finance,CC-123,Compensation,164163.25,155544.8
BL-00803,2026-01,Q1 2026,FY2026,Finance,CC-122,Benefits,33246.97,33709.64
BL-00804,2026-01,Q1 2026,FY2026,Finance,CC-125,Software,20420.7,19125.32
BL-00805,2026-01,Q1 2026,FY2026,Finance,CC-124,Professional Services,25988.33,25372.31
BL-00806,2026-01,Q1 2026,FY2026,Finance,CC-124,Training,8200.7,8248.43
BL-00807,2026-01,Q1 2026,FY2026,Finance,CC-122,Facilities,12467.86,12742.21
BL-00808,2026-01,Q1 2026,FY2026,HR,CC-128,Compensation,124342.81,118220.69
BL-00809,2026-01,Q1 2026,FY2026,HR,CC-128,Benefits,24701.65,25364.33
BL-00810,2026-01,Q1 2026,FY2026,HR,CC-132,Software,15470.13,15050.48
BL-00811,2026-01,Q1 2026,FY2026,HR,CC-130,Professional Services,18639.63,18432.24
BL-00812,2026-01,Q1 2026,FY2026,HR,CC-132,Training,10234.8,10743.31
BL-00813,2026-01,Q1 2026,FY2026,HR,CC-129,Facilities,10144.2,9464.05
BL-00814,2026-01,Q1 2026,FY2026,Legal,CC-137,Compensation,144830.15,148854.42
BL-00815,2026-01,Q1 2026,FY2026,Legal,CC-137,Benefits,29061.6,28307.76
BL-00816,2026-01,Q1 2026,FY2026,Legal,CC-135,Professional Services,35597.57,36144.46
BL-00817,2026-01,Q1 2026,FY2026,Legal,CC-141,Software,10212.47,10909.53
BL-00818,2026-01,Q1 2026,FY2026,Legal,CC-137,Travel,5157.21,5220.21
BL-00819,2026-01,Q1 2026,FY2026,Legal,CC-141,Facilities,8269.93,8402.33
BL-00820,2026-01,Q1 2026,FY2026,Product,CC-148,Compensation,256043.41,260849.07
BL-00821,2026-01,Q1 2026,FY2026,Product,CC-142,Benefits,50708.19,50250.46
BL-00822,2026-01,Q1 2026,FY2026,Product,CC-142,Software,41487.03,40181.63
BL-00823,2026-01,Q1 2026,FY2026,Product,CC-147,Travel,12212.13,12447.33
BL-00824,2026-01,Q1 2026,FY2026,Product,CC-145,Equipment,15424.0,14921.44
BL-00825,2026-01,Q1 2026,FY2026,Product,CC-142,Training,10133.36,10072.33
BL-00826,2026-01,Q1 2026,FY2026,Product,CC-147,Facilities,15257.3,15633.73
BL-00827,2026-01,Q1 2026,FY2026,Operations,CC-152,Compensation,186087.06,183478.46
BL-00828,2026-01,Q1 2026,FY2026,Operations,CC-149,Benefits,37004.48,37147.74
BL-00829,2026-01,Q1 2026,FY2026,Operations,CC-151,Equipment,25723.97,24629.23
BL-00830,2026-01,Q1 2026,FY2026,Operations,CC-153,Software,18411.79,18012.25
BL-00831,2026-01,Q1 2026,FY2026,Operations,CC-154,Travel,10205.84,10027.77
BL-00832,2026-01,Q1 2026,FY2026,Operations,CC-151,Professional Services,12150.82,12049.97
BL-00833,2026-01,Q1 2026,FY2026,Operations,CC-153,Facilities,18216.55,17574.98
BL-00834,2026-01,Q1 2026,FY2026,IT,CC-159,Compensation,205324.91,204130.18
BL-00835,2026-01,Q1 2026,FY2026,IT,CC-158,Benefits,41448.0,42632.2
BL-00836,2026-01,Q1 2026,FY2026,IT,CC-156,Software,55968.52,56417.17
BL-00837,2026-01,Q1 2026,FY2026,IT,CC-161,Equipment,35724.95,36450.45
BL-00838,2026-01,Q1 2026,FY2026,IT,CC-162,Facilities,30865.43,31148.73
BL-00839,2026-01,Q1 2026,FY2026,IT,CC-158,Professional Services,15411.86,15422.24
BL-00840,2026-01,Q1 2026,FY2026,IT,CC-162,Training,8211.04,8079.34
BL-00841,2026-01,Q1 2026,FY2026,Executive,CC-168,Compensation,154392.58,157797.62
BL-00842,2026-01,Q1 2026,FY2026,Executive,CC-164,Benefits,30730.68,29504.87
BL-00843,2026-01,Q1 2026,FY2026,Executive,CC-166,Travel,20686.9,21677.43
BL-00844,2026-01,Q1 2026,FY2026,Executive,CC-164,Professional Services,10111.1,10313.78
BL-00845,2026-01,Q1 2026,FY2026,Executive,CC-165,Facilities,8090.51,8112.68
BL-00846,2026-02,Q1 2026,FY2026,Engineering,CC-106,Compensation,430693.83,434285.6
BL-00847,2026-02,Q1 2026,FY2026,Engineering,CC-101,Benefits,86208.44,86118.35
BL-00848,2026-02,Q1 2026,FY2026,Engineering,CC-106,Software,66207.92,69530.27
BL-00849,2026-02,Q1 2026,FY2026,Engineering,CC-100,Equipment,31002.76,31558.33
BL-00850,2026-02,Q1 2026,FY2026,Engineering,CC-103,Travel,15509.7,15197.62
BL-00851,2026-02,Q1 2026,FY2026,Engineering,CC-103,Training,12440.22,12406.93
BL-00852,2026-02,Q1 2026,FY2026,Engineering,CC-101,Facilities,25504.28,23882.5
BL-00853,2026-02,Q1 2026,FY2026,Sales,CC-111,Compensation,389456.72,362913.93
BL-00854,2026-02,Q1 2026,FY2026,Sales,CC-107,Benefits,77368.12,77450.18
BL-00855,2026-02,Q1 2026,FY2026,Sales,CC-113,Travel,46431.56,48095.63
BL-00856,2026-02,Q1 2026,FY2026,Sales,CC-109,Software,25385.34,25877.55
BL-00857,2026-02,Q1 2026,FY2026,Sales,CC-109,Training,18353.45,19062.91
BL-00858,2026-02,Q1 2026,FY2026,Sales,CC-112,Professional Services,15350.66,15677.21
BL-00859,2026-02,Q1 2026,FY2026,Sales,CC-107,Equipment,10227.83,10122.31
BL-00860,2026-02,Q1 2026,FY2026,Marketing,CC-116,Compensation,216678.93,211056.76
BL-00861,2026-02,Q1 2026,FY2026,Marketing,CC-120,Benefits,43194.71,41496.23
BL-00862,2026-02,Q1 2026,FY2026,Marketing,CC-114,Software,36345.3,36964.38
BL-00863,2026-02,Q1 2026,FY2026,Marketing,CC-119,Travel,25753.39,24982.82
BL-00864,2026-02,Q1 2026,FY2026,Marketing,CC-114,Professional Services,41215.29,42039.74
BL-00865,2026-02,Q1 2026,FY2026,Marketing,CC-114,Training,10142.83,9728.92
BL-00866,2026-02,Q1 2026,FY2026,Marketing,CC-115,Facilities,15206.8,14709.17
BL-00867,2026-02,Q1 2026,FY2026,Finance,CC-125,Compensation,165336.87,162083.71
BL-00868,2026-02,Q1 2026,FY2026,Finance,CC-122,Benefits,32351.09,33061.07
BL-00869,2026-02,Q1 2026,FY2026,Finance,CC-127,Software,20607.44,21173.22
BL-00870,2026-02,Q1 2026,FY2026,Finance,CC-122,Professional Services,25307.66,25076.21
BL-00871,2026-02,Q1 2026,FY2026,Finance,CC-122,Training,8207.07,7921.22
BL-00872,2026-02,Q1 2026,FY2026,Finance,CC-121,Facilities,12465.79,12789.5
BL-00873,2026-02,Q1 2026,FY2026,HR,CC-132,Compensation,123848.43,120172.75
BL-00874,2026-02,Q1 2026,FY2026,HR,CC-134,Benefits,24324.79,24329.12
BL-00875,2026-02,Q1 2026,FY2026,HR,CC-130,Software,15267.13,13818.62
BL-00876,2026-02,Q1 2026,FY2026,HR,CC-131,Professional Services,18554.75,19172.68
BL-00877,2026-02,Q1 2026,FY2026,HR,CC-129,Training,10160.05,10238.71
BL-00878,2026-02,Q1 2026,FY2026,HR,CC-131,Facilities,10369.6,10461.51
BL-00879,2026-02,Q1 2026,FY2026,Legal,CC-137,Compensation,145588.5,149832.98
BL-00880,2026-02,Q1 2026,FY2026,Legal,CC-140,Benefits,28840.99,26737.14
BL-00881,2026-02,Q1 2026,FY2026,Legal,CC-141,Professional Services,35418.19,33257.67
